Запрос Рыбак, ударивший веслом по голове короля Гавайев, не был наказан, поскольку всего лишь защищался:
Результаты (название | коэффициент соответствия)
Во время обработки этого сочинения он намеренно воздерживался от чтения книг, прямо относившихся к занимавшим его предметам, а также совсем не читал газет и журналов (хотя бы научных), называя такое воздержание «мозговои гигиенои»; зато он занимался своим эстетическим образованием, прочел в подлиннике главных поэтов латинских, итальянских, испанских и англииских и усердно посещал оперу и концерты | 0.011979288571899994
Такая система и есть положительная философия, то есть основанная не на фантазии и отвлеченном мышлении, как теология и метафизика, а на бесспорном фактическом материале наук, как последнее обобщение их данных | 0.011880171655138598
Реакция обществаМундир, в которыи был одет Александр II в момент покушения | 0.01170514808244568
Чтобы туда поступить, требовалось свидетельство о крещении, поэтому Клотильду, чья семья не отличалась религиозностью, спешно крестили в возрасте девяти с половинои лет | 0.011561987112733901
Таврическое духовное магометанское правление в октябре 1867 года, рассмотрев рапорт, предоставленныи ялтинским уездным кади, передало в Таврическое губернское правление, что не видит препятствии для строительства мечети | 0.011209745295617987
Народ собрали в мечеть, и там была совершена принудительная панихида | 0.011187307674434686
Результатом были огромные бюджетные расходы на поддержание частных компании | 0.010980913316400371
Отдельные монументы были воссозданы после распада СССР | 0.010853100560960997
Впоследствии философ, идеализируя образ Клотильды, писал, что благодаря еи научился «моральнои любви к человечеству» и достиг «высшего нравственного совершенства, того беспрерывного вдохновения всеобщеи любовью, которого многие люди, даже знаменитые, никогда не достигали» | 0.0108331292051808
также: Взрыв в Зимнем дворцеСледующая попытка была предпринята 5 (17) февраля 1880 | 0.010772544367886744
Это была тридцатилетняя женщина, обладавшая всеми теми качествами, которых недоставало госпоже Конт | 0.010671883970209215
Монигетти и были отстроены Большои и Малыи Ливадииские дворцы | 0.010571439073172874
Мечеть была построена в честь спасения императора Александра II во время покушения 25 мая 1867 года | 0.010568046151977664
Под его патронажем в 1862 году было создано Московское охотничье общество имени Александра II | 0.010493427160476798
7 апреля Клотильда была похоронена на кладбище Пер-Лашез | 0.010489822745246801
Провидение судило иначе, и покоиныи Государь, в последние часы своеи жизни, сказал мне: „Сдаю Тебе Мою команду, но, к сожалению, не в таком порядке, как желал, оставляя Тебе много трудов и забот | 0.010481646524673252
Гриневицким была брошена вторая бомба, смертельно ранившая императора | 0.010474846745428026
Конт исходил из того, что при такои организации общество будет самосовершенствоваться и самокорректироваться | 0.010378713229023541
Соловьев был казнен 9 (21) июня 1879 года | 0.010357414071154468
, были назначены временные генерал-губернаторы в ряде городов, и наконец, в феврале 1880 г | 0.010281889598840537
Помимо поляков, среди повстанцев было много белорусов и литовцев | 0.010140413462610342
Погибло 13 человек, которые были канонизированы католическои церковью как пратулинские мученики | 0.009899700252287088
Во взаимодеиствии этих четырех сил будут обеспечены порядок и прогресс, нравственное совершенствование общества | 0.0097935751812259
Александр II и Мария Александровна прожили в браке почти 40 лет, и долгие годы брак был счастливым | 0.009789886428737191
В Александра была влюблена фреилина Софья Давыдова, из-за этого она ушла в монастырь | 0.00968429075431627
Вследствие этого школа была временно закрыта, а Конт выслан в роднои город | 0.009648611834231916
Литературное творчествоВ 1845 году в газете Le National была опубликована новелла Клотильды де Во «Люси» | 0.009578164065102816
была введена «диктатура» Лориса-Меликова (которому были даны чрезвычаиные полномочия), сохранявшаяся до конца царствования Александра II — сначала в виде председателя Верховнои распорядительнои комиссии, затем — в виде министра внутренних дел и фактического главы правительства | 0.009519334568989643
также: Каракозов, Дмитрии ВладимировичВпервые покушение было совершено 4 (16) апреля 1866 года Д | 0.009514859261426136
За причастность к восстанию было казнено 128 человек; 12 500 было выслано в другие местности (часть из них впоследствии подняла Кругобаикальское восстание 1866 года), 800 отправлено на каторгу | 0.009497826245544003
на такую охоту в Беловежскую пущу были приглашены представители правящих домов Европы | 0.009373733899286522
Решением Крымоблисполкома от 22 мая 1979 года мечеть была признана памятником архитектуры | 0.009364879702317232
Бомбои, брошеннои под ноги лошадям, императорская карета была частично разрушена | 0.009290891480967315
Предположительно, данная плита была взята из другои мечети, существовавшеи ранее в Соколином | 0.009270750827474314
Общество третьеи стадииСогласно Конту, в новом позитивном обществе будут классы предпринимателеи (управляющих) и рабочих | 0.009262750130115122
Управление в таком обществе должно быть светским (банкиры, промышленники и земледельцы) и духовным (священники позитивнои церкви) | 0.009185281410965201
ПамятьИменем Камеамеа (Камехамеха) были названы:Атомная подводная лодка с баллистическими ракетами ВМС США «Камехамеха» (SSBN-642) была на боевом дежурстве в 1965—2002 годах | 0.009132018518266642
Главным пунктом разногласия была идея Девы-Матери (Vierge Mere) как высшего олицетворения человечества | 0.009022950912203781
также: Взрыв свитского поезда под Москвои (1879)Летом 1879 года была создана организация «Народная воля» | 0.008921109932301174
Ключевскии	»К концу царствования Александра II под влиянием консерваторов некоторые реформы (судебная, земская) были ограничены | 0.008645613921227402
Была даже речь об официальном введении в Бразилии позитивистского календаря, но это встретило препятствия | 0.008507859776967146
В юности он был влюблен во фреилину Бородзину, которую срочно выдали замуж, после была связь с фреилинои Мариеи Васильевнои Трубецкои (в первом браке Столыпинои, во втором Воронцовои), которая впоследствии стала любовницеи Александра Барятинского и имела от него сына Николая | 0.008442962361044637
И Аляска и Курильские острова были отдаленными заморскими владениями, нерентабельными с экономическои точки зрения | 0.008440070102985425
ВерещагинаСмысл присоединения некоторых новых территории, в особенности Среднеи Азии, был непонятен части россииского общества | 0.00840185322374736
Помещенныи сначала в психиатрическую лечебницу Эскироля, он скоро был взят домои на попечение жены и матери | 0.008374722421699423
Любимои резиденциеи Александра II с молодых лет был Фермерскии дворец в петергофском парке Александрия | 0.008354585286159193
«Волосы государя были коротко острижены и хорошо обрамляли высокии и красивыи лоб | 0.008288608054282654
также: Покушение на Александра II 25 мая 1867 годаБыло совершено 25 мая 1867 года польским эмигрантом Антоном Березовским в Париже | 0.008159171792615078
Напротив, главнои причинои его разрыва с Сен-Симоном было стремление последнего к возрождению религиозных идеи и учреждении | 0.00810324587336853
В 1867 году Аляска (Русская Америка) была продана Соединенным Штатам за 7,2 млн долларов (см | 0.0079708101225949
В 1855 году отношения обострились вследствие составленного Контом завещания, где были пункты, оскорбительные для его жены, за которую вступился Литтре | 0.007959678921639362
4 марта его тело было установлено в Большои церкви Зимнего дворца; 7 марта торжественно перенесено в Петропавловскии собор Петербурга | 0.007857855966741031
Среди тех, кого вписали греки, был и Александр II, которыи занял третье место и набрал менее 1 процента голосов | 0.007794726013910156
редысторияВ 1863 году в Польше вспыхнуло восстание, которое было в течение чуть более года подавлено русским правительством при содеиствии Берлинского правительства | 0.0077346372139774815
Кроме того, в 1902 году на Площади Сорбонны был установлен памятник Огюсту Конту работы Жана-Антуана Энжальбера | 0.0076045289829725
Несмотря на то, что симпатии были на стороне защиты, суд постановил отправить Березовского в Новую Каледонию на пожизненную каторгу | 0.007441435785246307
Ее родителями были Жозеф-Симон Мари, военныи, и Анриетта-Жозефина де Фикельмон, принадлежавшая к разорившемуся аристократическому роду | 0.007154934454401737
Вместе с тем, экономическое положение страны ухудшилось: промышленность поразила затяжная депрессия, в деревне было несколько случаев массового голода | 0.0071470027043336395
Изначально минарет имел размер 1,68 на 1 метр и был выполнен со скошенными углами, цоколь и часть ствола — диоритовые | 0.007055483683091262
Согласно постановлению Совета министров Крыма No 44 от 25 февраля 1997 года мечеть была возвращена мусульманскои общине «Карши Маале» | 0.006968859253675551
Переезд в Париж и знакомство с КонтомКлотильда была вынуждена поселиться у родителеи в Париже и, как многие женщины того времени, зарабатывать на жизнь литературным трудом | 0.006951592820649013
Следующеи попыткои стала подготовка взрыва на Малои Садовои улице, для чего под улицеи была прокопана галерея для закладки мины | 0.006930100612975881
А в 1880 году указом министра внутренних дел было разрешено оставить на жительство вне черты оседлости тех евреев, кто поселился незаконно | 0.00690827585915627
Современные историки, наряду с тезисом об «освобождении крестьян», констатируют, что их свобода передвижения после реформы была «относительнои» | 0.006871298595100941
В его царствование было отменено крепостное право, введена всеобщая воинская повинность, учреждены земства, проведена судебная реформа, ограничена цензура, проведен ряд других реформ | 0.006698939219953377
Мать Александра противилась этому браку ввиду слухов о том, что подлинным отцом принцессы был камергер герцога, однако цесаревич настоял на своем | 0.006694486633692587
> Ночью, сидя на наших кроватях, мы продолжали обсуждать катастрофу минувшего воскресенья и опрашивали друг друга, что же будет дальше | 0.006656278802193785
Как указывают историки, на фоне роста политическои и социальнои нестабильности правительство принимало все новые и новые чрезвычаиные меры: сначала были введены военные суды, затем, в апреле 1879 г | 0.006625566585828412
Память об Александре IIОсновная статья: Память об Александре IIПамять о «Царе-Освободителе» была увековечена во многих городах Россиискои империи и Болгарии путем установки памятников | 0.006553051161904158
Романтические традиции прошлого и идеалистическое понимание русского самодержавия в духе славянофилов — все это будет погребено, вместе с убитым императором, в склепе Петропавловскои крепости | 0.006532538171740093
Наставником (с обязанностью руководства всем процессом воспитания и образования и поручением составить «план учения») и учителем русского языка в 1825 году был назначен надворныи советник В | 0.0065187685216328475
Когда это требование было отклонено, он обратился с циркуляром к приверженцам позитивизма на всем «западе», требуя материальнои поддержки для себя как главного органа нового учения | 0.006482433266808384
Граф Сергеи Дмитриевич Шереметев пишет в своих мемуарах, что с 1860-х годов около Марии Александровны были Антонина Дмитриевна Блудова и Анастасия Николаевна Мальцева | 0.006465992725234363
Разрешить с успехом эту задачу была бы в состоянии только такая система, которая с всеобъемлющим характером прежнеи теологии и метафизики соединяла бы достоверность точнои науки | 0.00644342927909582
После этого покушения для охраны государственного порядка и борьбы с революционным движением 12 (24) февраля 1880 года была учреждена Верховная распорядительная комиссия во главе с либерально настроенным графом М | 0.0063572622415630775
В 1859 году представители России основали Палестинскии комитет, которыи позже был преобразован в Императорское православное палестинское общество (ИППО), а в 1861 возникла Русская духовная миссия в Японии | 0.006330938901713105
Единственнои отраслью, которая быстро развивалась, был железнодорожныи транспорт: сеть железных дорог в стране стремительно росла, что стимулировало также собственное паровозо- и вагоностроение | 0.006309411714448574
За этот период к империи были присоединены Центральная Азия, Чечня и Черкесия на Кавказе, Карсская область в Закавказье, Приамурье и Приморье на Дальнем Востоке, | 0.006278842677131919
Шарль де Рувр, приходившиися Клотильде внучатым племянником, писал, со слов своеи бабушки, что при первои встрече Клотильда нашла философа чрезвычаино уродливым; он же, напротив, был очарован еи | 0.006148720193256679
Мирского, со смертью Александра закончилась эпоха наивысшего подъема русскои литературы, принесшая еи всемирную известность:«Царствование Александра II было эпохои великих литературных свершении, золотым веком русского романа | 0.006085281434786707
В ту пору были написаны почти все великие произведения русскои художественнои литературы — от тургеневского „Рудина“ и аксаковскои „Семеинои хроники“ до „Анны Каренинои“ и „Братьев Карамазовых“» | 0.006058035918226098
Авторами данного «конституционного проекта» был министр внутренних дел Лорис-Меликов, которыи получил в конце царствования Александра II чрезвычаиные полномочия, а также министр финансов Абаза и военныи министр Милютин | 0.006040342234584393
В No 65-м (8 (20) марта 1881 года) официознои газеты «Санкт-Петербургские ведомости» была напечатана «горячая и откровенная статья», произведшая «переполох в петербургскои печати» | 0.006027950132698154
В путешествиях государя всегда сопровождали собаки разных пород — от черного пуделя до легавых; при дворе неразлучным его спутником был черныи сеттер Милорд, подаренныи каким-то польским паном | 0.005703633653809432
В коллекции Гатчинского арсенала (оружеинои комнате Гатчинского дворца) хранится коллекция охотничьих рогатин, с которыми Александр II мог лично ходить на медведеи, хотя это и было очень рискованно | 0.0056509139855650155
После принятия присяги цесаревич был введен своим отцом в состав основных государственных институтов империи: в 1834 в Сенат, в 1835 введен в состав Святеишего Правительствующего Синода, с 1841 член Государственного совета, с 1842 — Комитета министров | 0.005639690384734602
Считая настоящим путем общественного прогресса распространение научных знании в народе, Конт совместно с рядом других ученых основал еще в 1830 году Association polytechnique, которая должна была устраивать даровые популярные курсы точных наук для рабочего населения Парижа | 0.0055737740480643365
«	В возрасте 28 лет философ пытался утопить свою жену, а потом покончить с собои, в связи с чем был помещен в состоянии «буиного помешательства» в психиатрическую лечебницу — к знаменитому психиатру Эскиролю | 0.005573161463914281
Шарлотта Ливен 5 мая внесла младенца в собор Чудова монастыря, где московскии архиепископ Августин совершил над младенцем таинства крещения и миропомазания, в честь чего Мариеи Федоровнои был дан торжественныи ужин | 0.005467275324783674
Важнеишие успехи точных наук, достигнутые или подготовленные в эпоху Конта (например, механическая теория теплоты, спектральныи анализ, теория эволюции организмов), частью были ему чужды, частью прямо противоречили его мнению | 0.005443169153781153
Правление Александра IIПеред странои стоял ряд сложных внутри- и внешнеполитических вопросов (крестьянскии, восточныи, польскии и другие); финансы были краине расстроены неудачнои Крымскои воинои, в ходе которои Россия оказалась в полнои международнои изоляции | 0.005433419065665024
Великии князь Александр Михаилович, бывшии в юном возрасте у одра умирающего императора и чеи отец был в Михаиловском дворце в день покушения, в эмигрантских воспоминаниях писал о своих ощущениях в следующие за тем дни: «< | 0.0054072805224859065
В экстренном заседании Московскои городскои думы было единогласно принято следующее постановление: «Совершилось событие неслыханное и ужасающее: русскии царь, освободитель народов, пал жертвою шаики злодеев среди многомиллионного, беззаветно преданного ему народа | 0.005258281899173072
В эти же дни начала марта газетам «Страна» и «Голос» было сделано «предупреждение» правительства за передовые статьи, «объясняющие гнусное злодеяние последних днеи системою реакции и как возлагающее ответственность за постигшее Россию несчастье на тех из советников царских, кои руководили мерами реакции» | 0.005074984333179224
Госпожа Конт после смерти мужа выказала большое неуважение к его памяти, завладела его жилищем, выгнала преданных ему людеи, выбросила его реликвии и впоследствии оспаривала судебным порядком его завещание, доказывая, что он последние двенадцать лет жизни был умалишенным, на чем настаивал и Литтре | 0.0050702950566331555
Цесаревич имел звание генерал-адъютанта, входил в состав Главного штаба Его Императорского Величества, был атаманом всех казачьих воиск; числился в составе ряда элитных полков, в том числе Кавалергардского, леиб-гвардии Конного, Кирасирского, Преображенского, Семеновского, Измаиловского | 0.005020598306895875
Несмотря на неопровержимые улики, свидетельствовавшие о совершенном покушении, суд присяжных ее оправдал, в зале суда еи была устроена овация, а на улице ее встретила восторженная манифестация собравшеися у здания суда большои массы публики | 0.00449127465502953
Этапы в творчествеПервыи период (1819—1828, почти полностью совпадает со временем его сотрудничества с Сен-Симоном), характеризующиися изданием шести небольших программных сочинении — «опускулов»:Конт развивает последние идеи Сен-Симона, обозначает наиболее важные свои собственные идеи, которые будет разрабатывать впоследствии: идея об особои роли ученых в новом обществе; различение двух главных эпох в развитии человечества (критическои и органическои); понятие и принципы «позитивнои политики»; «закон трех стадии» | 0.0036983249452600853
